,minute,phase,injuryminute,teamfromid,teamtoid,playerfromid,playertoid
2645,97,3,0,8.0,8.0,1903428.0,250116789.0
2646,99,3,0,8.0,11741.525265127886,250003976.0,206024112.0
2647,100,3,0,8.0,66.0,1909713.0,250050378.0
2648,100,3,0,66.0,11741.525265127886,250067749.0,206024112.0
2649,101,3,0,66.0,8.0,250090398.0,250020234.0
2650,101,3,0,8.0,11741.525265127886,1906540.0,206024112.0
2651,103,3,0,8.0,66.0,250020234.0,250050378.0
2652,103,3,0,8.0,11741.525265127886,250020234.0,206024112.0
2653,104,3,0,66.0,11741.525265127886,250026037.0,206024112.0
2654,104,3,0,8.0,11741.525265127886,250056875.0,206024112.0
2655,105,3,0,66.0,11741.525265127886,250026037.0,206024112.0
2656,105,3,0,66.0,11741.525265127886,250064229.0,206024112.0
2657,105,3,0,8.0,11741.525265127886,250116789.0,206024112.0
2658,105,3,0,66.0,11741.525265127886,250121401.0,206024112.0
2659,105,3,2,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
2660,106,4,0,8.0,8.0,250041706.0,250024351.0
2661,106,4,0,8.0,8.0,250065408.0,250023832.0
2662,105,4,0,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
2663,106,4,0,8.0,11741.525265127886,250024351.0,206024112.0
2664,106,4,0,66.0,11741.525265127886,250078922.0,206024112.0
2665,107,4,0,66.0,11741.525265127886,250050378.0,206024112.0
2666,107,4,0,8.0,66.0,250116789.0,250078922.0
2667,108,4,0,66.0,66.0,250026037.0,250041741.0
2668,108,4,0,66.0,11741.525265127886,250078922.0,206024112.0
2669,108,4,0,66.0,11741.525265127886,250050378.0,206024112.0
2670,108,4,0,8.0,11741.525265127886,250020234.0,206024112.0
2671,109,4,0,66.0,11741.525265127886,250064229.0,206024112.0
2672,111,4,0,8.0,11741.525265127886,250024349.0,206024112.0
2673,111,4,0,66.0,11741.525265127886,250064229.0,206024112.0
2674,111,4,0,8.0,11741.525265127886,250024349.0,206024112.0
2675,111,4,0,8.0,66.0,250065413.0,250050378.0
2676,112,4,0,66.0,11741.525265127886,250050378.0,206024112.0
2677,112,4,0,8.0,11741.525265127886,250024351.0,206024112.0
2678,113,4,0,8.0,11741.525265127886,250024351.0,206024112.0
2679,113,4,0,66.0,11741.525265127886,250020885.0,206024112.0
2680,114,4,0,8.0,8.0,250065413.0,103354.0
2681,114,4,0,8.0,8.0,250003976.0,250010552.0
2682,114,4,0,8.0,11741.525265127886,250024351.0,206024112.0
2683,114,4,0,8.0,11741.525265127886,250116789.0,206024112.0
2684,117,4,0,8.0,66.0,103354.0,250050378.0
2685,117,4,0,66.0,11741.525265127886,250064229.0,206024112.0
2686,119,4,0,8.0,11741.525265127886,250023832.0,206024112.0
2687,119,4,0,66.0,11741.525265127886,250090398.0,206024112.0
2688,120,4,0,8.0,66.0,1906540.0,250064229.0
2689,120,4,1,8.0,11741.525265127886,1909713.0,206024112.0
2690,120,4,1,66.0,11741.525265127886,250078922.0,206024112.0
2691,120,4,2,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
2692,0,1,0,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
2693,2,1,0,66.0,11741.525265127886,250026037.0,206024112.0
2694,2,1,0,39.0,11741.525265127886,250042705.0,206024112.0
2695,4,1,0,66.0,11741.525265127886,250067749.0,206024112.0
2696,5,1,0,39.0,11741.525265127886,250075007.0,206024112.0
2697,5,1,0,39.0,66.0,250076240.0,250067749.0
2698,5,1,0,66.0,11741.525265127886,250064229.0,206024112.0
2699,6,1,0,39.0,66.0,250143242.0,250067749.0
2700,6,1,0,66.0,11741.525265127886,250006200.0,206024112.0
2701,7,1,0,39.0,66.0,250042705.0,250090398.0
2702,8,1,0,66.0,11741.525265127886,250026037.0,206024112.0
2703,9,1,0,66.0,39.0,59142.0,250024795.0
2704,9,1,0,39.0,11741.525265127886,250143242.0,206024112.0
2705,10,1,0,39.0,66.0,250000919.0,250026037.0
2706,10,1,0,66.0,11741.525265127886,250006200.0,206024112.0
2707,11,1,0,66.0,39.0,250006200.0,250016833.0
2708,12,1,0,39.0,11741.525265127886,250075007.0,206024112.0
2709,13,1,0,39.0,11741.525265127886,250000919.0,206024112.0
2710,15,1,0,39.0,11741.525265127886,250000919.0,206024112.0
2711,17,1,0,66.0,11741.525265127886,250100056.0,206024112.0
2712,17,1,0,39.0,11741.525265127886,250024791.0,206024112.0
2713,18,1,0,66.0,11741.525265127886,250067749.0,206024112.0
2714,20,1,0,66.0,39.0,59142.0,250016833.0
2715,21,1,0,39.0,11741.525265127886,250000919.0,206024112.0
2716,26,1,0,39.0,11741.525265127886,250000919.0,206024112.0
2717,27,1,0,66.0,11741.525265127886,250100056.0,206024112.0
2718,28,1,0,66.0,11741.525265127886,250026037.0,206024112.0
2719,30,1,0,66.0,39.0,250064229.0,250076240.0
2720,31,1,0,39.0,11741.525265127886,250075007.0,206024112.0
2721,35,1,0,66.0,11741.525265127886,250090398.0,206024112.0
2722,38,1,0,66.0,39.0,250100056.0,250083732.0
2723,39,1,0,39.0,11741.525265127886,250010259.0,206024112.0
2724,39,1,0,66.0,11741.525265127886,250005254.0,206024112.0
2725,39,1,0,39.0,11741.525265127886,250024791.0,206024112.0
2726,41,1,0,39.0,66.0,250076240.0,250066739.0
2727,42,1,0,66.0,11741.525265127886,250006200.0,206024112.0
2728,45,1,1,66.0,11741.525265127886,250005254.0,206024112.0
2729,45,1,1,39.0,11741.525265127886,250064233.0,206024112.0
2730,45,1,1,66.0,11741.525265127886,250006200.0,206024112.0
2731,45,1,1,39.0,11741.525265127886,250024791.0,206024112.0
2732,45,1,4,66.0,11741.525265127886,250017925.0,206024112.0
2733,45,1,5,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
2734,45,2,0,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
2735,47,2,0,66.0,39.0,250066739.0,250016833.0
2736,47,2,0,66.0,11741.525265127886,250066739.0,206024112.0
2737,48,2,0,39.0,11741.525265127886,250075007.0,206024112.0
2738,50,2,0,39.0,66.0,250024795.0,250026037.0
2739,51,2,0,66.0,11741.525265127886,250026037.0,206024112.0
2740,53,2,0,66.0,11741.525265127886,250026037.0,206024112.0
2741,54,2,0,66.0,66.0,250066739.0,250041741.0
2742,54,2,0,66.0,66.0,250005254.0,250058759.0
2743,55,2,0,66.0,39.0,250017925.0,250024795.0
2744,55,2,0,66.0,11741.525265127886,250017925.0,206024112.0
2745,56,2,0,39.0,11741.525265127886,250042705.0,206024112.0
2746,56,2,0,39.0,11741.525265127886,250075007.0,206024112.0
2747,57,2,0,66.0,11741.525265127886,250090398.0,206024112.0
2748,57,2,0,39.0,11741.525265127886,250000919.0,206024112.0
2749,57,2,0,66.0,11741.525265127886,250026037.0,206024112.0
2750,57,2,0,39.0,11741.525265127886,250024791.0,206024112.0
2751,60,2,0,66.0,11741.525265127886,250100056.0,206024112.0
2752,60,2,0,39.0,11741.525265127886,250024791.0,206024112.0
2753,62,2,0,66.0,11741.525265127886,250090398.0,206024112.0
2754,62,2,0,39.0,11741.525265127886,250024791.0,206024112.0
2755,64,2,0,39.0,11741.525265127886,250000919.0,206024112.0
2756,64,2,0,39.0,11741.525265127886,250064233.0,206024112.0
2757,64,2,0,39.0,11741.525265127886,250000919.0,206024112.0
2758,67,2,0,66.0,11741.525265127886,250058759.0,206024112.0
2759,67,2,0,66.0,11741.525265127886,250041741.0,206024112.0
2760,67,2,0,39.0,11741.525265127886,250000919.0,206024112.0
2761,67,2,0,66.0,11741.525265127886,250006200.0,206024112.0
2762,67,2,0,39.0,11741.525265127886,250024791.0,206024112.0
2763,67,2,0,66.0,11741.525265127886,250017925.0,206024112.0
2764,70,2,0,39.0,39.0,250000919.0,250106939.0
2765,73,2,0,66.0,11741.525265127886,250058759.0,206024112.0
2766,74,2,0,39.0,39.0,250083732.0,250010260.0
2767,78,2,0,66.0,39.0,250067749.0,250075007.0
2768,78,2,0,39.0,11741.525265127886,250143242.0,206024112.0
2769,78,2,0,66.0,39.0,250067749.0,250075007.0
2770,78,2,0,39.0,11741.525265127886,250143242.0,206024112.0
2771,79,2,0,66.0,39.0,250006200.0,250106939.0
2772,79,2,0,39.0,11741.525265127886,250143242.0,206024112.0
2773,80,2,0,66.0,39.0,250041741.0,250106939.0
2774,83,2,0,39.0,11741.525265127886,250024791.0,206024112.0
2775,84,2,0,66.0,39.0,250026037.0,250143242.0
2776,84,2,0,66.0,11741.525265127886,250026037.0,206024112.0
2777,85,2,0,39.0,11741.525265127886,250010259.0,206024112.0
2778,85,2,0,39.0,11741.525265127886,250042705.0,206024112.0
2779,86,2,0,66.0,66.0,250090398.0,250061597.0
2780,90,2,1,66.0,39.0,250006200.0,250024795.0
2781,90,2,1,39.0,11741.525265127886,250042705.0,206024112.0
2782,90,2,2,39.0,66.0,250010260.0,250006200.0
2783,90,2,2,66.0,11741.525265127886,250006200.0,206024112.0
2784,90,2,6,66.0,39.0,59142.0,250106939.0
2785,90,2,6,66.0,11741.525265127886,59142.0,206024112.0
2786,90,2,7,39.0,11741.525265127886,250143242.0,206024112.0
2787,90,2,7,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
2788,91,3,0,66.0,66.0,250026037.0,250050378.0
2789,90,3,0,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
2790,91,3,0,39.0,11741.525265127886,250143242.0,206024112.0
2791,91,3,0,66.0,11741.525265127886,250006200.0,206024112.0
2792,92,3,0,66.0,11741.525265127886,250100056.0,206024112.0
2793,92,3,0,39.0,11741.525265127886,250024791.0,206024112.0
2794,93,3,0,66.0,11741.525265127886,250050378.0,206024112.0
2795,93,3,0,66.0,39.0,250058759.0,250075007.0
2796,93,3,0,39.0,11741.525265127886,250024791.0,206024112.0
2797,94,3,0,39.0,66.0,250024795.0,250067749.0
2798,94,3,0,66.0,11741.525265127886,250017925.0,206024112.0
2799,96,3,0,66.0,66.0,250006200.0,250066747.0
2800,97,3,0,39.0,11741.525265127886,250042705.0,206024112.0
2801,97,3,0,39.0,11741.525265127886,250143242.0,206024112.0
2802,98,3,0,66.0,11741.525265127886,250064229.0,206024112.0
2803,99,3,0,66.0,11741.525265127886,250050378.0,206024112.0
2804,99,3,0,39.0,11741.525265127886,250075007.0,206024112.0
2805,99,3,0,66.0,39.0,250067749.0,250076240.0
2806,99,3,0,39.0,39.0,250076240.0,250042329.0
2807,100,3,0,39.0,11741.525265127886,250075007.0,206024112.0
2808,101,3,0,66.0,11741.525265127886,250050378.0,206024112.0
2809,101,3,0,39.0,11741.525265127886,250064233.0,206024112.0
2810,103,3,0,66.0,11741.525265127886,250050378.0,206024112.0
2811,105,3,0,66.0,11741.525265127886,250066747.0,206024112.0
2812,105,3,0,39.0,11741.525265127886,250075007.0,206024112.0
2813,105,3,0,39.0,66.0,250016833.0,250067749.0
2814,105,3,0,66.0,11741.525265127886,250017925.0,206024112.0
2815,105,3,1,66.0,39.0,250064229.0,250042329.0
2816,105,3,1,39.0,11741.525265127886,250024791.0,206024112.0
2817,105,3,1,66.0,11741.525265127886,250066747.0,206024112.0
2818,105,3,2,39.0,11741.525265127886,250042705.0,206024112.0
2819,105,3,2,39.0,66.0,250016833.0,59142.0
2820,105,3,2,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
2821,105,4,0,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
2822,106,4,0,39.0,66.0,250075007.0,250050378.0
2823,106,4,0,39.0,11741.525265127886,250075007.0,206024112.0
2824,107,4,0,66.0,11741.525265127886,250061597.0,206024112.0
2825,107,4,0,39.0,11741.525265127886,250024791.0,206024112.0
2826,108,4,0,39.0,11741.525265127886,250042329.0,206024112.0
2827,108,4,0,66.0,11741.525265127886,250064229.0,206024112.0
2828,109,4,0,66.0,11741.525265127886,250050378.0,206024112.0
2829,110,4,0,39.0,11741.525265127886,250024791.0,206024112.0
2830,113,4,0,66.0,39.0,250067749.0,250042329.0
2831,114,4,0,66.0,11741.525265127886,250067749.0,206024112.0
2832,115,4,0,39.0,11741.525265127886,250143242.0,206024112.0
2833,118,4,0,66.0,66.0,250100056.0,250026962.0
2834,120,4,0,39.0,39.0,250010260.0,250088246.0
2835,120,4,0,39.0,39.0,250010259.0,250102216.0
2836,120,4,1,66.0,11741.525265127886,250061597.0,206024112.0
2837,120,4,1,66.0,11741.525265127886,250041741.0,206024112.0
2838,120,4,1,39.0,66.0,250106939.0,250064229.0
2839,120,4,1,66.0,11741.525265127886,250064229.0,206024112.0
2840,120,4,4,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
2841,120,5,0,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
2842,120,5,1,66.0,11741.525265127886,250058759.0,206024112.0
2843,120,5,2,39.0,11741.525265127886,250016833.0,206024112.0
2844,120,5,2,66.0,11741.525265127886,250050378.0,206024112.0
2845,120,5,2,39.0,11741.525265127886,250024791.0,206024112.0
2846,120,5,3,39.0,11741.525265127886,250075007.0,206024112.0
2847,120,5,4,66.0,11741.525265127886,250017925.0,206024112.0
2848,120,5,5,39.0,11741.525265127886,250088246.0,206024112.0
2849,120,5,6,66.0,11741.525265127886,250061597.0,206024112.0
2850,120,5,7,39.0,11741.525265127886,250102216.0,206024112.0
2851,120,5,7,66.0,11741.525265127886,250078922.0,206024112.0
2852,120,5,8,66.0,11741.525265127886,250067749.0,206024112.0
2853,120,5,8,39.0,11741.525265127886,250024791.0,206024112.0
2854,120,5,9,39.0,11741.525265127886,250106939.0,206024112.0
2855,120,5,9,66.0,11741.525265127886,250078922.0,206024112.0
2856,120,5,9,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
2857,0,1,0,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
2858,1,1,0,66.0,122.0,250006200.0,250081720.0
2859,1,1,0,122.0,11741.525265127886,250002704.0,206024112.0
2860,3,1,0,122.0,66.0,250081720.0,250017925.0
2861,3,1,0,66.0,11741.525265127886,250017925.0,206024112.0
2862,3,1,0,66.0,11741.525265127886,250066739.0,206024112.0
2863,4,1,0,122.0,11741.525265127886,250103561.0,206024112.0
2864,5,1,0,66.0,11741.525265127886,250005254.0,206024112.0
2865,5,1,0,122.0,11741.525265127886,250027046.0,206024112.0
2866,15,1,0,122.0,11741.525265127886,250088320.0,206024112.0
2867,16,1,0,122.0,11741.525265127886,250081720.0,206024112.0
2868,17,1,0,122.0,66.0,250002704.0,250066739.0
2869,18,1,0,66.0,11741.525265127886,250026037.0,206024112.0
2870,19,1,0,122.0,11741.525265127886,250097180.0,206024112.0
2871,20,1,0,122.0,66.0,250081720.0,250006200.0
2872,20,1,0,66.0,11741.525265127886,250017925.0,206024112.0
2873,21,1,0,66.0,122.0,250006200.0,1909917.0
2874,21,1,0,122.0,11741.525265127886,250002704.0,206024112.0
2875,25,1,0,122.0,11741.525265127886,250081720.0,206024112.0
2876,25,1,0,66.0,11741.525265127886,250017925.0,206024112.0
2877,25,1,0,122.0,11741.525265127886,250081720.0,206024112.0
2878,25,1,0,66.0,11741.525265127886,250078922.0,206024112.0
2879,26,1,0,66.0,122.0,250005254.0,250027046.0
2880,27,1,0,122.0,11741.525265127886,250000036.0,206024112.0
2881,28,1,0,66.0,122.0,250064229.0,250088320.0
2882,28,1,0,122.0,11741.525265127886,250000036.0,206024112.0
2883,29,1,0,66.0,122.0,250064229.0,250088320.0
2884,30,1,0,122.0,11741.525265127886,250000036.0,206024112.0
2885,31,1,0,122.0,66.0,250088320.0,250064229.0
2886,32,1,0,66.0,11741.525265127886,250064229.0,206024112.0
2887,32,1,0,122.0,11741.525265127886,250081720.0,206024112.0
2888,35,1,0,66.0,11741.525265127886,250005254.0,206024112.0
2889,35,1,0,122.0,11741.525265127886,250002704.0,206024112.0
2890,35,1,0,66.0,122.0,250064229.0,250088320.0
2891,36,1,0,122.0,11741.525265127886,250000036.0,206024112.0
2892,38,1,0,122.0,66.0,250002704.0,250066739.0
2893,39,1,0,66.0,11741.525265127886,250067749.0,206024112.0
2894,39,1,0,122.0,11741.525265127886,250097180.0,206024112.0
2895,40,1,0,66.0,122.0,250066739.0,250002704.0
2896,41,1,0,122.0,11741.525265127886,250002704.0,206024112.0
2897,42,1,0,66.0,122.0,250005254.0,250027046.0
2898,42,1,0,122.0,11741.525265127886,250027046.0,206024112.0
2899,44,1,0,122.0,66.0,1909917.0,250100056.0
2900,44,1,0,66.0,11741.525265127886,250006200.0,206024112.0
2901,45,1,0,66.0,11741.525265127886,250100056.0,206024112.0
2902,45,1,1,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
2903,45,2,0,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
2904,46,2,0,122.0,66.0,250081720.0,250017925.0
2905,46,2,0,66.0,11741.525265127886,250017925.0,206024112.0
2906,47,2,0,122.0,11741.525265127886,250088320.0,206024112.0
2907,48,2,0,66.0,11741.525265127886,250017925.0,206024112.0
2908,49,2,0,66.0,11741.525265127886,250026037.0,206024112.0
2909,49,2,0,66.0,11741.525265127886,250005254.0,206024112.0
2910,51,2,0,122.0,11741.525265127886,1909917.0,206024112.0
2911,51,2,0,122.0,66.0,250002704.0,250005254.0
2912,51,2,0,122.0,11741.525265127886,250002704.0,206024112.0
2913,51,2,0,66.0,11741.525265127886,250017925.0,206024112.0
2914,52,2,0,122.0,11741.525265127886,250002704.0,206024112.0
2915,53,2,0,66.0,11741.525265127886,250090398.0,206024112.0
2916,53,2,0,122.0,11741.525265127886,250076116.0,206024112.0
2917,57,2,0,122.0,11741.525265127886,250088320.0,206024112.0
2918,57,2,0,66.0,11741.525265127886,250064229.0,206024112.0
2919,57,2,0,122.0,66.0,250081720.0,250067749.0
2920,58,2,0,66.0,11741.525265127886,59142.0,206024112.0
2921,58,2,0,122.0,11741.525265127886,250097180.0,206024112.0
2922,58,2,0,66.0,11741.525265127886,250078922.0,206024112.0
2923,60,2,0,66.0,11741.525265127886,250090398.0,206024112.0
2924,61,2,0,66.0,66.0,250005254.0,250058759.0
2925,61,2,0,122.0,122.0,250088320.0,250024456.0
2926,62,2,0,66.0,122.0,250090398.0,103827.0
2927,62,2,0,122.0,11741.525265127886,1909917.0,206024112.0
2928,63,2,0,122.0,11741.525265127886,250097180.0,206024112.0
2929,65,2,0,122.0,11741.525265127886,250097180.0,206024112.0
2930,66,2,0,122.0,11741.525265127886,250081720.0,206024112.0
2931,68,2,0,66.0,11741.525265127886,250058759.0,206024112.0
2932,68,2,0,122.0,11741.525265127886,250076116.0,206024112.0
2933,69,2,0,122.0,66.0,250081720.0,250066739.0
2934,70,2,0,122.0,122.0,250097180.0,250074565.0
2935,70,2,0,122.0,122.0,1909917.0,250082664.0
2936,70,2,0,66.0,11741.525265127886,250017925.0,206024112.0
2937,71,2,0,122.0,66.0,103827.0,250078922.0
2938,72,2,0,66.0,11741.525265127886,250078922.0,206024112.0
2939,73,2,0,66.0,66.0,250100056.0,250112488.0
2940,73,2,0,66.0,66.0,250006200.0,250121401.0
2941,74,2,0,66.0,11741.525265127886,250066739.0,206024112.0
2942,77,2,0,122.0,11741.525265127886,250081720.0,206024112.0
2943,80,2,0,66.0,11741.525265127886,250058759.0,206024112.0
2944,80,2,0,122.0,11741.525265127886,250076116.0,206024112.0
2945,80,2,0,122.0,11741.525265127886,250024456.0,206024112.0
2946,82,2,0,122.0,11741.525265127886,250081720.0,206024112.0
2947,82,2,0,122.0,11741.525265127886,250002704.0,206024112.0
2948,83,2,0,122.0,66.0,250027046.0,250026037.0
2949,83,2,0,66.0,11741.525265127886,59142.0,206024112.0
2950,84,2,0,122.0,11741.525265127886,250074565.0,206024112.0
2951,85,2,0,66.0,66.0,250066739.0,250066747.0
2952,85,2,0,66.0,66.0,250026037.0,250050378.0
2953,85,2,0,122.0,122.0,103827.0,250079670.0
2954,86,2,0,122.0,66.0,250081720.0,250112488.0
2955,87,2,0,66.0,11741.525265127886,250112488.0,206024112.0
2956,87,2,0,66.0,122.0,250067749.0,250143693.0
2957,87,2,0,122.0,11741.525265127886,250000036.0,206024112.0
2958,90,2,2,122.0,11741.525265127886,250081720.0,206024112.0
2959,90,2,2,122.0,66.0,250081720.0,250078922.0
2960,90,2,2,66.0,11741.525265127886,250078922.0,206024112.0
2961,90,2,3,66.0,11741.525265127886,250058759.0,206024112.0
2962,90,2,3,122.0,11741.525265127886,250027046.0,206024112.0
2963,90,2,4,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
2964,90,3,0,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
2965,91,3,0,66.0,122.0,250112488.0,250081720.0
2966,92,3,0,122.0,11741.525265127886,250000036.0,206024112.0
2967,92,3,0,122.0,66.0,250082664.0,250064229.0
2968,92,3,0,66.0,11741.525265127886,250017925.0,206024112.0
2969,92,3,0,122.0,66.0,250000036.0,250058759.0
2970,93,3,0,66.0,11741.525265127886,250112488.0,206024112.0
2971,97,3,0,66.0,122.0,250112488.0,250081720.0
2972,97,3,0,66.0,11741.525265127886,250112488.0,206024112.0
2973,98,3,0,122.0,11741.525265127886,250081720.0,206024112.0
2974,98,3,0,66.0,11741.525265127886,250078922.0,206024112.0
2975,98,3,0,122.0,11741.525265127886,250024456.0,206024112.0
2976,98,3,0,66.0,11741.525265127886,250121401.0,206024112.0
2977,99,3,0,122.0,66.0,250027046.0,250050378.0
2978,99,3,0,66.0,11741.525265127886,250066747.0,206024112.0
2979,99,3,0,66.0,122.0,250058759.0,250143693.0
2980,100,3,0,122.0,11741.525265127886,250000036.0,206024112.0
2981,100,3,0,66.0,122.0,250121401.0,250081720.0
2982,101,3,0,122.0,11741.525265127886,250000036.0,206024112.0
2983,102,3,0,122.0,11741.525265127886,250079670.0,206024112.0
2984,102,3,0,66.0,11741.525265127886,250017925.0,206024112.0
2985,102,3,0,122.0,66.0,250024456.0,250017925.0
2986,103,3,0,66.0,11741.525265127886,250017925.0,206024112.0
2987,103,3,0,66.0,11741.525265127886,250050378.0,206024112.0
2988,103,3,0,122.0,11741.525265127886,250027046.0,206024112.0
2989,105,3,1,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
2990,106,4,0,122.0,122.0,250002704.0,1906776.0
2991,105,4,0,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
2992,106,4,0,66.0,122.0,250066747.0,250081720.0
2993,107,4,0,66.0,66.0,250090398.0,250061597.0
2994,107,4,0,122.0,11741.525265127886,1906776.0,206024112.0
2995,107,4,0,66.0,11741.525265127886,250058759.0,206024112.0
2996,109,4,0,122.0,122.0,250103561.0,250088461.0
2997,110,4,0,66.0,11741.525265127886,250058759.0,206024112.0
2998,110,4,0,122.0,11741.525265127886,250027046.0,206024112.0
2999,110,4,0,66.0,11741.525265127886,250058759.0,206024112.0
3000,110,4,0,122.0,11741.525265127886,250076116.0,206024112.0
3001,112,4,0,66.0,122.0,250050378.0,250000036.0
3002,112,4,0,122.0,11741.525265127886,250088461.0,206024112.0
3003,113,4,0,66.0,11741.525265127886,250050378.0,206024112.0
3004,114,4,0,122.0,11741.525265127886,1906776.0,206024112.0
3005,116,4,0,66.0,11741.525265127886,250050378.0,206024112.0
3006,116,4,0,122.0,11741.525265127886,250088461.0,206024112.0
3007,118,4,0,66.0,122.0,250017925.0,250024456.0
3008,118,4,0,66.0,11741.525265127886,250017925.0,206024112.0
3009,118,4,0,122.0,11741.525265127886,250000036.0,206024112.0
3010,120,4,1,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
3011,120,5,0,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
3012,120,5,1,66.0,11741.525265127886,250066747.0,206024112.0
3013,120,5,1,122.0,11741.525265127886,250076116.0,206024112.0
3014,120,5,2,122.0,11741.525265127886,250081720.0,206024112.0
3015,120,5,3,66.0,11741.525265127886,250050378.0,206024112.0
3016,120,5,3,122.0,11741.525265127886,250074565.0,206024112.0
3017,120,5,4,66.0,11741.525265127886,250017925.0,206024112.0
3018,120,5,5,122.0,11741.525265127886,1906776.0,206024112.0
3019,120,5,5,66.0,11741.525265127886,250061597.0,206024112.0
3020,120,5,6,122.0,11741.525265127886,250024456.0,206024112.0
3021,120,5,6,66.0,11741.525265127886,250078922.0,206024112.0
3022,120,5,7,66.0,11741.525265127886,250067749.0,206024112.0
3023,120,5,7,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
3024,0,1,0,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
3025,1,1,0,66.0,128.0,250020885.0,250046574.0
3026,1,1,0,128.0,11741.525265127886,1905360.0,206024112.0
3027,5,1,0,128.0,66.0,250050401.0,250005254.0
3028,5,1,0,66.0,11741.525265127886,250017925.0,206024112.0
3029,10,1,0,66.0,11741.525265127886,250005254.0,206024112.0
3030,12,1,0,66.0,11741.525265127886,250058759.0,206024112.0
3031,12,1,0,128.0,11741.525265127886,250004721.0,206024112.0
3032,15,1,0,128.0,66.0,1905360.0,250067749.0
3033,15,1,0,66.0,11741.525265127886,250026037.0,206024112.0
3034,16,1,0,66.0,11741.525265127886,250026037.0,206024112.0
3035,17,1,0,66.0,128.0,250067749.0,1905360.0
3036,17,1,0,128.0,11741.525265127886,250055734.0,206024112.0
3037,17,1,0,128.0,66.0,250064274.0,250067749.0
3038,17,1,0,66.0,11741.525265127886,250066739.0,206024112.0
3039,18,1,0,66.0,11741.525265127886,250066747.0,206024112.0
3040,18,1,0,66.0,11741.525265127886,250026037.0,206024112.0
3041,19,1,0,66.0,11741.525265127886,59142.0,206024112.0
3042,19,1,0,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
3043,20,1,0,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
3044,20,1,0,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
3045,21,1,0,128.0,11741.525265127886,97746.0,206024112.0
3046,21,1,0,128.0,11741.525265127886,1905360.0,206024112.0
3047,21,1,0,66.0,11741.525265127886,250078922.0,206024112.0
3048,24,1,0,66.0,66.0,59142.0,250052957.0
3049,26,1,0,66.0,11741.525265127886,250066747.0,206024112.0
3050,28,1,0,128.0,11741.525265127886,250011089.0,206024112.0
3051,31,1,0,128.0,66.0,250002548.0,250067749.0
3052,31,1,0,66.0,11741.525265127886,250064229.0,206024112.0
3053,34,1,0,66.0,11741.525265127886,250026037.0,206024112.0
3054,35,1,0,66.0,11741.525265127886,250005254.0,206024112.0
3055,35,1,0,128.0,11741.525265127886,250055734.0,206024112.0
3056,36,1,0,128.0,11741.525265127886,250011089.0,206024112.0
3057,36,1,0,66.0,11741.525265127886,250058759.0,206024112.0
3058,36,1,0,128.0,11741.525265127886,250085369.0,206024112.0
3059,37,1,0,66.0,11741.525265127886,250020885.0,206024112.0
3060,38,1,0,128.0,11741.525265127886,1905360.0,206024112.0
3061,38,1,0,66.0,11741.525265127886,250020885.0,206024112.0
3062,40,1,0,66.0,11741.525265127886,250026037.0,206024112.0
3063,41,1,0,66.0,11741.525265127886,250058759.0,206024112.0
3064,42,1,0,66.0,128.0,250058759.0,1905360.0
3065,42,1,0,128.0,11741.525265127886,250085369.0,206024112.0
3066,44,1,0,128.0,66.0,250002548.0,250067749.0
3067,44,1,0,66.0,11741.525265127886,250066739.0,206024112.0
3068,45,1,3,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
3069,46,2,0,128.0,128.0,250002548.0,102130.0
3070,45,2,0,11963.191305847853,11741.525265127886,193185680.96270075,206024112.0
3071,46,2,0,128.0,11741.525265127886,1905360.0,206024112.0
3072,46,2,0,66.0,11741.525265127886,250052957.0,206024112.0
3073,46,2,0,128.0,11741.525265127886,250011089.0,206024112.0
3074,46,2,0,128.0,11741.525265127886,250055734.0,206024112.0
3075,48,2,0,128.0,66.0,250064274.0,250052957.0
